id,text,label,explanation
348,"(2) No person may be appointed as chairperson of the Board unless that person possesses at least ten years' experience, in matters relating to civil society.",provision,"This paragraph establishes a specific requirement for the appointment of a chairperson, making it an enforceable rule."
349,(3) No person shall be eligible for appointment under subsection (1) (b) or nomination under subsection (1) (g) unless such person has at least ten years' experience in the public benefit organizations' sector.,provision,"This paragraph establishes a legal requirement for eligibility, specifying the necessary experience for appointment or nomination, making it an enforceable rule."
350,(4) A person appointed as chairperson or member of the Board shall before taking office relinquish any directorship or employment in a public benefit organization that that person may have held before the appointment.,provision,"This paragraph establishes an obligation for a person appointed as chairperson or member of the Board to relinquish certain positions before taking office, making it an enforceable rule."
351,"(5) A member of the Board, other than an ex- officio member, may resign from office by a letter addressed to the Cabinet Secretary.",provision,"This paragraph establishes a process for resignation, which is an actionable and enforceable content."
352,(6) The Board may co-opt such number of persons not exceeding three to bring such expertise to the Board as the Board may require for the better discharge of its functions.,provision,"This paragraph establishes a rule allowing the Board to co-opt up to three persons for expertise, which is an actionable and enforceable content."
353,(7) Persons co-opted under subsection (6) shall have no right to vote on any matter at a meeting of the Board.,provision,"This paragraph establishes a specific rule regarding the voting rights of co-opted persons at Board meetings, making it an enforceable legal provision."
354,(8) The Cabinet Secretary shall prescribe rules for the nomination of the members contemplated under subsection (1) (g).,provision,"This paragraph establishes an obligation for the Cabinet Secretary to prescribe rules, which is an enforceable action."
355,36. (1) A person shall be qualified for appointment as Qualifications a member of the Board if such person— of members of the Authority. (a) is a citizen of Kenya;,provision,"This paragraph establishes qualifications for appointment as a member of the Board, specifying criteria that must be met. It contains enforceable content regarding eligibility."
356,is a person of high moral character and proven (b) integrity;,not_provision,"This fragment does not establish a complete legal rule, right, obligation, or process. It appears to be part of a larger provision but is not standalone."
357,is a holder of at least an undergraduate degree (c) from a university recognized in Kenya;,not_provision,"This text is a fragment and does not establish a complete legal rule, right, obligation, or process on its own."
358,"(d) has knowledge and at least five years' experience in matters relating to public benefit organizations, finance or management; and",provision,"This paragraph establishes a requirement for knowledge and experience, which is an enforceable condition for a specific role or responsibility."
359,has no subsisting office or membership in a (e) public benefit organization.,not_provision,"This fragment does not establish a complete legal rule, right, obligation, or process. It appears to be part of a larger provision or list."
360,(2) No person shall be qualified for appointment as a member of the Board of the Authority if such person—,provision,This paragraph establishes a legal rule regarding the qualifications for appointment as a member of the Board of the Authority.
361,(a) is a member of the National Assembly;,not_provision,"This is a fragment of a sentence and does not establish a legal rule, right, obligation, restriction, or process. It lacks enforceable or actionable content."
362,(b) is a member of a local authority;,not_provision,"This text is a fragment and does not establish a complete legal rule, right, obligation, restriction, or process. It lacks enforceable or actionable content on its own."
363,"(c) is a member of the executive body of, or is actively involved in the affairs of, a political party.",provision,"This paragraph establishes a condition or criteria related to involvement in a political party, which could be part of a larger legal rule or restriction."
364,37. The chairperson and the members of the Board of Term of office. the Authority shall hold office for a term of three years and may be re-appointed for a further and final term of three years.,provision,"This paragraph establishes the term of office for the chairperson and members of the Board, including the possibility of re-appointment, which is an enforceable rule."
365,"38. The chairperson, the members of the Board of the Oath of office. Authority and the Director shall each make and subscribe to a prescribed oath or affirmation of office before the Chief Justice.",provision,"This paragraph establishes a requirement for the chairperson, board members, and director to take an oath or affirmation of office, which is an enforceable obligation."
366,39. (1) The office of the chairperson or a member of Vacancy. the Board of the Authority shall become vacant if the holder—,provision,"This paragraph outlines conditions under which the office of the chairperson or a member of the Board becomes vacant, establishing a legal rule or process."
367,(b) resigns from office by writing under his hand addressed to the Cabinet Secretary;,provision,"This paragraph establishes a legal process for resignation, specifying how an officeholder can resign by addressing a written notice to the Cabinet Secretary."
368,(c) is removed from office in accordance with the provisions of section 40;,provision,"This sentence establishes a condition under which a person is removed from office, referencing a specific section for the process, making it an enforceable rule."
369,(d) is convicted of an offence and,not_provision,"This fragment is incomplete and does not establish a standalone legal rule, right, obligation, restriction, or process."
370,sentenced to imprisonment for a term of three months or more without the option of a fine;,provision,"This text establishes a legal consequence (imprisonment) for a specific action or condition, making it an enforceable legal rule."
371,(e) is unable to discharge the functions of his office by reason of physical or mental infirmity;,provision,"This paragraph establishes a condition under which a person is unable to perform their duties, likely leading to legal consequences or actions. It is part of a legal rule or process."
372,(f) is absent from three consecutive meetings of the Board without good cause; or,provision,"This paragraph establishes a condition related to attendance at Board meetings, which is likely part of a rule or obligation for Board members."
373,(2) The Cabinet Secretary shall notify every vacancy in the Gazette within seven days of the occurrence of the vacancy.,provision,"This paragraph establishes a legal obligation for the Cabinet Secretary to notify every vacancy in the Gazette within a specified timeframe, making it enforceable and actionable."
374,(1) A member of the Board may be removed from 40. Removal from office by the Cabinet Secretary— office.,provision,"The paragraph establishes a condition under which a member of the Board may be removed from office, indicating a legal process or rule."
375,for gross misconduct or misbehaviour; or (a),not_provision,"This text appears to be part of a list or a continuation of a sentence, not a standalone legal provision."
376,"if convicted of an offence involving moral (b) turpitude,",not_provision,"This fragment is incomplete and does not establish a standalone legal rule, right, obligation, restriction, or process. It appears to be part of a larger sentence or provision."
377,but shall not be so removed except on a resolution of the Board supported by at least two-thirds of the members of the Board.,provision,"This paragraph establishes a condition under which an action (removal) can occur, specifying the requirement of a resolution supported by two-thirds of the Board members. It contains enforceable content."
378,"(2) For the purposes of subsection (1), ""misbehaviour"" includes, but is not limited to criminal conduct and breach of the standards of professionalism referred to in section 27 (1)",provision,"This paragraph defines 'misbehaviour' for legal purposes, which is part of establishing a legal rule or standard."
379,"(1) Where a vacancy occurs in the Board as a 41. Filling of result of death, disability, resignation or removal of a vacancy. member of the Board, the Cabinet Secretary shall appoint a replacement from among the short listed persons considered by the National Assembly in accordance with the Third Schedule.",provision,"This paragraph establishes a process for filling a vacancy on the Board, specifying the conditions under which a vacancy occurs and the procedure for appointing a replacement. It contains enforceable content."
380,(2) A person who is appointed in place of a member of the Board whose office has become vacant under this section shall hold office for the remainder of the term of office of that member of the Board.,provision,"This paragraph establishes a rule regarding the term of office for a person appointed to fill a vacancy on the Board, making it an enforceable provision."
381,42. (1) The functions of the Authority shall be to— Functions of the Authority. register and de-register public benefit (a) organizations in accordance with this Act,provision,"This paragraph establishes the functions of the Authority, specifically the ability to register and de-register public benefit organizations, which is an enforceable action."
382,"maintain a register of public benefit (b) organizations registered under this Act with the precise sectors, affiliations and locations of their activities;",provision,"This paragraph establishes an obligation to maintain a register of specific organizations, detailing their sectors, affiliations, and locations, which is enforceable and actionable."
383,"interpret the national policy on public (c) benefit organizations so as to assist in its smooth implementation and Government by observance ministries, departments and agencies at various levels;",provision,"The paragraph establishes a directive to interpret the national policy on public benefit organizations to aid in its implementation and observance by government entities. It outlines an obligation or process, making it a provision."
384,receive and review annual reports of (d) public benefit organizations;,provision,"This sentence establishes an obligation or process related to the review of annual reports for public benefit organizations, making it an enforceable action."
385,advise the Government on the (e) activities of public benefit organizations and their role in development within Kenya;,provision,"This paragraph establishes a role or duty to advise the government on specific activities, indicating an actionable content related to public benefit organizations."
386,"issue forms, instructions, and model (f) documents;",provision,"This phrase implies an obligation or authority to issue forms, instructions, and model documents, which is enforceable or actionable."
387,facilitate information sharing and (g) networking between public benefit organizations and the Government;,provision,"This paragraph establishes an obligation or process related to information sharing and networking between public benefit organizations and the Government, making it an enforceable or actionable content."
388,(h) institute inquiries to determine if the activities of public benefit organizations do not comply with this Act or any other law;,provision,"This paragraph establishes an obligation or authority to institute inquiries regarding compliance with laws, making it an enforceable legal rule."
389,(i) provide advice and training to public benefit organizations; and,provision,"The paragraph establishes an obligation or action to provide advice and training to public benefit organizations, which is enforceable or actionable."
390,do anything incidental or conducive (j) to the performance of any of the preceding functions.,provision,"This sentence establishes a legal rule or obligation related to performing preceding functions, making it actionable."
391,"(2) In the performance of its functions in terms of subsection (1), the Authority shall be independent and shall be not act under the direction or control of any person or authority.",provision,"This paragraph establishes a legal rule regarding the independence of the Authority in performing its functions, indicating it should not act under the direction or control of any person or authority."
392,"43. The Board shall have all powers necessary for the Powers of the proper performance of the functions of the Authority under Board. this Act and in particular, but without prejudice to the generality of the foregoing, the Board shall have power to—",provision,"This paragraph establishes the powers of the Board, which are necessary for the performance of its functions under the Act. It outlines enforceable content related to the Board's authority."
393,"control, supervise and administer the assets of the (a) Authority in such manner as best promotes the purpose for which the Authority is established;",provision,"This paragraph establishes an obligation or authority to control, supervise, and administer assets, which is enforceable and actionable."
394,(b) determine the provisions to be made for capital,not_provision,"The text is a fragment or part of a sentence and does not establish a complete legal rule, right, obligation, or process."
395,and recurrent expenditure and for the reserves of the Authority;,not_provision,"This text appears to be a fragment and lacks actionable or enforceable content. It does not establish a legal rule, right, obligation, restriction, or process."
396,"receive any grants, gifts, donations or (c) endowments and make legitimate disbursements therefrom;",provision,"This paragraph establishes the ability to receive and disburse funds, which is an actionable legal right or obligation."
397,(d) open such banking accounts for its funds as may be necessary;,provision,"This paragraph establishes an obligation or authority related to financial management, specifically the opening of banking accounts for funds, which is actionable."
398,(e) invest any funds of the Authority not immediately required for its purposes in the manner provided in section 60;,provision,"This paragraph establishes a legal rule regarding the investment of funds by the Authority, specifying that it must be done in accordance with section 60. It contains enforceable content."
399,undertake any activity necessary for the (f) fulfilment of any of its functions.,provision,"This sentence establishes an obligation or authority to undertake activities necessary for fulfilling functions, which is enforceable or actionable."
400,44. (1) The conduct and regulation of the business and 	Conduct of affairs of the Board shall be as provided in the Fourth business and Schedule. affairs of the Board.,provision,"This paragraph establishes a rule regarding how the business and affairs of the Board are to be conducted and regulated, referencing the Fourth Schedule for details. It contains enforceable content."
401,"(2) Except as provided in the Fourth Schedule, the Board may regulate its own procedure.",provision,"This paragraph establishes a legal rule allowing the Board to regulate its own procedure, except as provided in the Fourth Schedule. It contains enforceable content."
402,45. (1) There shall be a Director of the Authority who Director. shall be appointed by the Authority.,provision,"This paragraph establishes a legal rule regarding the appointment of a Director by the Authority, which is an enforceable action."
403,"(2) The Director shall hold office for a period of five years, on such terms and conditions of employment as the Authority may determine and shall be eligible for re- appointment for a further and final term of five years.",provision,"This paragraph establishes the term of office for the Director, including conditions of employment and eligibility for re-appointment, which are enforceable terms."
404,"(3) A person is not eligible for appointment as the Director unless he or she is a person of integrity and has knowledge or at least ten years' demonstrable experience in matters relating to strategic and program planning, operations or management, including staff management or supervision, or any equivalent combination of education and experience from which comparable knowledge, skills and abilities have been achieved.",provision,"This paragraph establishes eligibility criteria for the appointment of a Director, which is a legal rule regarding qualifications and experience."
405,(a) be the chief executive officer and the secretary to the Board; and,provision,"This establishes the roles of an individual as the chief executive officer and secretary to the Board, indicating specific responsibilities or positions."
406,"(b) subject to the directions of the Board, be responsible for the day to day management of the affairs and staff of the Authority.",provision,"This paragraph establishes a responsibility for managing the affairs and staff of the Authority, subject to the Board's directions, which is an enforceable obligation."
407,"(5) The Director shall, unless in any particular case the Board otherwise directs in writing, attend all meetings of the Board but shall have no vote on any matter falling to be",provision,"This paragraph establishes a rule regarding the Director's attendance at Board meetings and specifies that the Director does not have voting rights, which is an enforceable condition."
408,decided by the Board at any such meeting.,not_provision,"This text appears to be a fragment or reference to a decision-making process, but it does not establish a standalone legal rule, right, obligation, or process."
409,"(6) The Director may be removed from office by the Board before expiry of the term set out in the instrument of appointment only for inability to exercise the functions of the office, whether arising from infirmity of body or mind or any other cause, or for misbehaviour.",provision,"This paragraph establishes a legal rule regarding the conditions under which the Director may be removed from office, specifying the grounds for removal and the authority responsible for the action."
410,"(7) For the purposes of subsection (6), ""misbehaviour"" includes, but is not limited to criminal conduct and breach of the standards of professionalism referred to in section 27(1)(j).",provision,"This paragraph defines 'misbehaviour' for legal purposes, specifying what it includes, which is essential for interpreting and applying the law."
411,(8) The Director shall be removed from office by the Board if the question of the Director's removal has been referred to a special committee of the Board appointed for the purpose of considering the matter and—,provision,"This paragraph establishes a process for the removal of the Director, involving a special committee of the Board, which is an actionable and enforceable rule."
412,(a) the committee has so recommended; and,not_provision,"This text is part of a larger sentence or condition and does not establish a standalone legal rule, right, obligation, restriction, or process."
413,(b) the Board has approved the committee's recommendation by the votes of not less than two-thirds of all its members.,provision,"This paragraph establishes a condition for approval, specifying a voting requirement by the Board, which is an enforceable rule."
414,"46. (1) The Board shall appoint a Deputy Director and Staff of the such officers and other staff as are necessary for the proper Authority. discharge of the functions of the Authority under this Act, upon such terms and conditions of service as it may determine",provision,"This paragraph establishes the authority and responsibility of the Board to appoint a Deputy Director and necessary staff, outlining their role in discharging the functions of the Authority. It includes enforceable content regarding appointments and terms of service."
415,"(2) In appointing officers and staff under subsection (1), the Board shall have regard to gender equity and regional balance.",provision,"This paragraph establishes a legal obligation for the Board to consider gender equity and regional balance when appointing officers and staff, making it an enforceable rule."
416,"47. The Board may, by resolution either generally or Delegation by in any particular case, delegate to any committee or to any the Board. member, officer, employee or agent of the Board, the exercise of any of the powers or the performance of any of the functions or duties of the Authority under this Act or under any other written law.",provision,"This paragraph establishes a legal rule allowing the Board to delegate powers or duties, which is an enforceable action."
417,"48. (1) No act or omission by any member of the Board Protection from or by any officer, employee, agent or servant of the Board personal shall, if the act or omission was done in good faith for the liability. purposes of executing a function, power or duty under the Act render such member, officer, employee, agent or servant personally liable to any, action, claim or demand whatsoever.",provision,This paragraph establishes a legal rule regarding the protection from personal liability for members and employees of the Board when acting in good faith under the Act.
418,(2) The provisions of subsection (1) shall not relieve the Authority of the liability to pay compensation to any person,provision,"This paragraph establishes a legal rule regarding the Authority's liability to pay compensation, making it enforceable and actionable."
419,"for any injury to the person, the person's property or to any of the person's interests caused by the exercise of any power conferred by this Act or by failure, whether wholly or partially, of any works.",provision,"This paragraph establishes liability for injuries caused by the exercise of powers under the Act or failure of works, indicating a legal obligation or right."
420,(1) The common seal of the Authority shall be kept 49. Common seal. in such custody as the Board may direct and shall not be used except on the order of the Board.,provision,"This paragraph establishes rules regarding the custody and use of the common seal of the Authority, making it an enforceable legal provision."
421,(2) The affixing of the common seal of the Authority shall be authenticated by the signature of the chairperson and the Director and any document not required by law to be made under seal and all decisions of the Board may be authenticated by the signatures of both the chairperson and the Director.,provision,"This paragraph establishes a legal requirement for the authentication of documents and decisions by specifying who must sign them, thus creating an enforceable obligation."
422,"(3) Notwithstanding the provisions of subsection (2) the Board shall, in the absence of either the chairperson or the Director in a particular matter, nominate one member to authenticate the seal on behalf of either the chairperson or the Director.",provision,"This paragraph establishes a specific procedure for the Board to follow in the absence of the chairperson or Director, making it an enforceable rule."
423,"(4) The common seal of the Authority when affixed to a document and duly authenticated shall be judicially and officially noticed and unless and until the contrary is proved, any necessary order or authorization by the Board under this section shall be presumed to have been duly given.",provision,"This paragraph establishes a legal rule regarding the recognition and presumption of authenticity of documents with the Authority's common seal. It outlines the conditions under which the seal is judicially noticed and the presumption of necessary authorization, making it enforceable content."
424,PART V—THE PUBLIC BENEFIT ORGANIZATIONS DISPUTES TRIBUNAL,not_provision,"This is a part heading and does not establish a legal rule, right, obligation, restriction, or process."
425,"50. (1) There is hereby established a tribunal to be Establishment known as the Public Benefit Organizations Disputes of the Tribunal. Tribunal which shall consist of members appointed by the Chief Justice and approved by the National Assembly, as follows—",provision,"This paragraph establishes a legal entity (a tribunal) and outlines the process for its formation, including appointments by the Chief Justice and approval by the National Assembly. It contains enforceable content."
426,(a) a chairperson who shall be an advocate of the High Court of not less than seven years standing;,provision,"This paragraph establishes a requirement for the position of chairperson, specifying qualifications related to legal standing."
427,(b) two advocates of the High Court of not less than five years standing;,provision,"This establishes a requirement or qualification for advocates of the High Court, specifying a minimum standing of five years. It is enforceable as it sets a criterion for eligibility."
428,two persons having such specialized (c) skill or knowledge necessary for the discharge of the functions of the Tribunal .,not_provision,"The text appears to be part of a larger sentence or clause and does not independently establish a legal rule, right, obligation, restriction, or process."
429,(2) Not more than two-thirds of the persons appointed under subsection (1) shall be from one gender.,provision,"This paragraph establishes a legal rule regarding the gender composition of appointments, making it enforceable and actionable."
430,(3) A member or staff of the Authority shall not serve as a member of the Tribunal.,provision,"This paragraph establishes a restriction by stating that a member or staff of the Authority cannot serve as a member of the Tribunal, which is an enforceable rule."
431,(4) The quorum for a meeting of the Tribunal shall be the chairperson and two other members.,provision,"This paragraph establishes a specific rule regarding the quorum required for a meeting of the Tribunal, which is an enforceable condition for the meeting to be valid."
432,"There shall be paid to the members of the (5) Tribunal such remuneration and allowances as the Authority may, in consultation with the Salaries and Remuneration Commission, determine",provision,"This paragraph establishes a rule regarding the payment of remuneration and allowances to tribunal members, making it an enforceable provision."
433,(6) The office of a member of the Tribunal shall become vacant—,provision,"This paragraph establishes a condition under which the office of a member of the Tribunal becomes vacant, indicating a legal rule or process."
434,(a) at the expiration of three years from the date of his appointment;,not_provision,"This text appears to be part of a larger sentence or clause and does not independently establish a legal rule, right, obligation, or process."
435,if the member ceases by any reason to (b) be an advocate as referred to in subsection (1);,not_provision,"This text is a fragment of a sentence and does not establish a complete legal rule, right, obligation, or process. It appears to be part of a larger provision."
436,if the member is removed from (c) membership of the Tribunal by the Chief Justice for failure to discharge the functions of office (whether arising from infirmity of body or mind or from any other cause) or for misbehaviour; or,provision,"This paragraph establishes a condition under which a member can be removed from the Tribunal, detailing specific causes such as failure to discharge duties or misbehavior, making it an enforceable rule."
437,(d) if the member resigns.,provision,"This establishes a condition under which a member's status changes, implying a legal consequence or process."
438,51. (1) The Tribunal shall have jurisdiction to— Jurisdiction of the Tribunal. (a) hear and determine complaints arising out of any breach of the provisions of this Act;,provision,"This paragraph establishes the jurisdiction of the Tribunal, specifying its authority to hear and determine complaints related to breaches of the Act, which is an enforceable legal rule."
439,(b) hear and determine any matter or appeal made to it pursuant to the provisions of this Act; and,provision,"This paragraph outlines a specific legal function or authority granted to a body, indicating it can hear and determine matters or appeals, which is an enforceable action."
440,(c) perform such other functions as may be conferred upon it by this Act or by any other written law being in force.,provision,"This paragraph establishes a legal function or duty that may be conferred upon an entity by the Act or other laws, making it actionable and enforceable."
441,(2) The jurisdiction conferred upon the Tribunal under subsection (1) excludes criminal jurisdiction except as provided under section 53.,provision,"This paragraph establishes a legal rule regarding the jurisdiction of the Tribunal, specifying that it excludes criminal jurisdiction except as provided under another section. It contains enforceable content."
442,"52. (1) On the hearing of a complaint or an appeal, the Powers of the Tribunal shall have all the powers of a subordinate court of Tribunal. the first class to summon witnesses, to take evidence upon",provision,"This paragraph establishes the powers of the Tribunal during a hearing, indicating it has the authority to summon witnesses and take evidence, which are enforceable actions."
443,oath or affirmation and to call for the production of books and other documents.,provision,"This sentence outlines a legal right or process related to the administration of oaths or affirmations and the authority to request documents, which is enforceable or actionable."
444,"(2) Where the Tribunal considers it desirable for the purpose of minimizing expense or avoiding delay or for any other special reason, it may receive evidence by affidavit and administer interrogatories and require the person to whom the interrogatories are administered to make a full and true reply to the interrogatories within the time specified by the Tribunal.",provision,"This paragraph establishes a legal process and authority for the Tribunal to receive evidence by affidavit, administer interrogatories, and require responses, which are enforceable actions."
445,"(3) In its determination of any matter, the Tribunal may take into consideration any evidence which it considers relevant to the subject of the matter before it, notwithstanding that the evidence would not otherwise be Cap. 80. admissible under the Evidence Act.",provision,"This paragraph establishes a legal rule regarding the Tribunal's ability to consider evidence, even if it wouldn't normally be admissible under the Evidence Act."
446,(4) The Tribunal shall have power to summon expert evidence as may be necessary for the discharge of its functions under this Act.,provision,"This paragraph establishes a legal power for the Tribunal to summon expert evidence, which is an enforceable action related to its functions."
447,(5) The Tribunal shall have power to award the costs of any proceedings before it and to direct that costs shall be taxed in accordance with any scale prescribed for suits in the High Court or to award a specific sum as costs.,provision,"This paragraph establishes the Tribunal's power to award costs in proceedings, which is an enforceable legal rule."
448,"(6) All summonses, notices or other documents issued under the hand of the chairperson of the Tribunal shall be deemed to be issued by the Tribunal.",provision,"This paragraph establishes a legal rule regarding the issuance of documents by the Tribunal, making it enforceable and actionable."
449,"(7) Upon any complaint or appeal being made to the Tribunal under this Act, the Tribunal may—",provision,"The paragraph introduces a legal process or action that the Tribunal may undertake upon receiving a complaint or appeal, indicating it is part of an enforceable legal procedure."
450,"(a) confirm, set aside, vary or quash the order or decision in question; (b) require the Authority to revise or review its decision;",provision,"This text outlines specific legal actions or remedies that can be taken regarding an order or decision, establishing enforceable options."
451,require the Authority to inquire into (c) specific details from the appellant and make further consideration of the application; or,provision,This paragraph establishes an obligation for the Authority to inquire into specific details from the appellant and consider the application further. It contains actionable content.
452,(d) make such other order as may be appropriate in the circumstances.,provision,"This paragraph establishes a legal rule or action that can be taken, indicating that an order can be made as appropriate in certain circumstances."
453,"(8) Without prejudice to the generality of subsection (7) (b), the Tribunal may make an order for the maintenance of the status quo of any matter or activity which is the subject of the complaint or appeal until the complaint or appeal is determined.",provision,"This paragraph establishes a legal rule allowing the Tribunal to make an order for maintaining the status quo in a matter under complaint or appeal, which is an enforceable action."
454,460 2013 The Public Benefit Organizations No. 18,not_provision,"This appears to be a citation or reference to a legal document, not a standalone legal provision."
455,"(9) Any interested party may be represented before the Tribunal by an advocate or by any other person whom the Tribunal may, in its discretion, admit to be heard on behalf of the party.",provision,"This paragraph establishes a legal rule regarding representation before the Tribunal, specifying who may represent an interested party and under what conditions."
456,A decision made by the Tribunal shall be final (10) and binding on the parties unless judicial review thereof commences within fourteen days from the date of the Tribunal's decision.,provision,"This paragraph establishes a legal rule regarding the finality and binding nature of a Tribunal's decision, along with a condition for judicial review, making it enforceable and actionable."
457,(11) Any party to the review aggrieved by the decision of the Tribunal may appeal to the High Court and the decision of the High Court shall be final.,provision,"This paragraph establishes a legal right for a party to appeal a decision to the High Court and states the finality of the High Court's decision, making it enforceable and actionable."
458,(12) A party to the review which disobeys the decision of the Tribunal or the High Court shall be in breach of this Act and any action by such party contrary to the decision of the Tribunal or the High Court shall be null and void.,provision,This paragraph establishes a legal obligation and consequence by stating that disobeying the decision of the Tribunal or the High Court results in a breach of the Act and renders any contrary action null and void.
459,"53. Any person summoned by the Tribunal to attend Disobedience of and give evidence or to produce any records, books of summons to account, statements, or other documents or required to give evidence, answer interrogatories and who, without sufficient cause— etc.",provision,The paragraph establishes a legal obligation for individuals summoned by the Tribunal to comply with the summons and outlines the consequences of failing to do so without sufficient cause.
460,refuses or fails to attend at the time and place mentioned in the summons served on him;,provision,"This paragraph establishes a legal obligation by specifying a consequence for failing to comply with a summons, which is enforceable."
461,"refuses or fails to answer, or to answer fully and satisfactorily, to the best of his knowledge and belief all questions lawfully put to him by or with the concurrence of the Tribunal; Or (c) refuses or fails to produce any records, books of account, statements or other documents which are in his possession or under his control mentioned or referred to in any summons served on him, commits an offence and is liable upon conviction to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding two years, or to both.",provision,"This paragraph establishes a legal obligation and outlines the consequences of failing to comply, making it an enforceable legal provision."
462,"54. (1) Where the Tribunal awards damages or costs in Enforcement of any matter before it, it shall, on application by the person in orders for whose favour the damages or costs are awarded, issue to damages and him a certificate stating the amount of the damages or costs. costs.",provision,"This paragraph establishes a legal process for issuing a certificate stating the amount of damages or costs awarded by the Tribunal, which is an enforceable action."
463,The Public Benefit Organizations 2013 No. 18•,not_provision,"This appears to be a title or reference to a specific legal document, not a standalone legal provision."
464,"(2) Every certificate issued under subsection (1) may be filed in the High Court by the person in whose favour the damages or costs have been awarded and, upon being so filed, shall be deemed to be a decree of the High Court and may be executed as such.",provision,"This paragraph establishes a legal process for filing a certificate in the High Court and specifies its legal effect as a decree, making it enforceable."
465,"Except as otherwise provided in this Act, the Chief 55. Rules of the Justice may, in consultation with the chairperson of the Tribunal. Tribunal, and by notice in the Gazette, make rules governing the practice and procedure of the Tribunal having regard to the objects if this Act.",provision,"This paragraph establishes a legal rule allowing the Chief Justice to make rules governing the practice and procedure of the Tribunal, which is an enforceable action."
466,"FINANCIAL PROVISIONS PART VI — The funds of the Authority shall comprise of— 	Funds of the 56. Authority. (a) such fees, monies or assets as may accrue to or vest in the Authority in the course of the exercise of its powers or the performance of its functions under this Act or under any written law; and",provision,"This paragraph establishes the components of the funds of the Authority, detailing what constitutes these funds, which is an enforceable financial rule."
467,(b) all monies from any other source provided for or donated or lent to the Authority.,provision,"This paragraph specifies a source of funding for the Authority, establishing a legal rule regarding the receipt of monies."
468,The financial year of the Authority shall be the 57. Financial year. period of twelve months ending on the thirtieth June in each year.,provision,"This paragraph establishes a specific rule regarding the financial year of the Authority, defining it as a twelve-month period ending on June 30 each year. It contains enforceable content."
469,"58. (1) At least three months before the commencement of Annual each financial year, the Board shall cause to be prepared estimates. estimates of the revenue and expenditure of the Authority for that year.",provision,"This paragraph establishes an obligation for the Board to prepare estimates of revenue and expenditure, which is an actionable requirement."
470,"(2) The annual estimates shall make provision for all estimated expenditure of the Authority for the financial year and in particular, the estimates shall provide for—",provision,"This paragraph establishes a requirement for the annual estimates to cover all estimated expenditures of the Authority, indicating a legal obligation or process."
471,"(a) the payment of the salaries, allowances and other charges in respect of members of the Board and staff of the Authority;",provision,"This paragraph establishes an obligation related to the payment of salaries, allowances, and other charges for members of the Board and staff of the Authority, making it an enforceable provision."
472,"the payment of pensions, gratuities and (b) other charges in respect of the staff of the Authority;",provision,"This paragraph establishes a financial obligation related to the payment of pensions and other charges for the staff of the Authority, which is enforceable and actionable."
473,(c) the proper maintenance of the buildings and grounds of the Authority;,provision,"This establishes an obligation related to the maintenance of buildings and grounds, indicating a legal requirement or duty."
474,"the maintenance, repair and (d) replacement of the equipment and other property of the Authority; and",provision,"This paragraph outlines obligations related to the maintenance, repair, and replacement of equipment and property, which are enforceable actions."
475,"the creation of such reserve funds to (e) meet future or contingent liabilities in respect of retirement benefits, insurance or replacement of buildings or equipment, or in respect of such other matter as the Board may deem appropriate.",provision,"This paragraph establishes a legal rule regarding the creation of reserve funds for specific purposes, such as meeting future liabilities related to retirement benefits, insurance, or equipment replacement. It outlines an obligation or process that is enforceable."
476,"(3) The annual estimates shall be approved by the Board before the commencement of the fmancial year to which they relate and shall be submitted to the Cabinet Secretary for approval and after the Cabinet Secretary's approval, the Board shall not increase the annual estimates of the Authority without the consent of the Cabinet Secretary.",provision,"This paragraph establishes a process and obligation regarding the approval of annual estimates by the Board and the Cabinet Secretary, making it an enforceable legal provision."
477,"59. (1) The Board shall cause to be kept all proper Accounts and books and records of accounts of the income, expenditure and audit. assets of the Authority.",provision,"This paragraph establishes an obligation for the Board to maintain proper accounts and records, which is an enforceable requirement."
478,"(2) Within a period of three months after the end of each fmancial year, the Board shall submit to the Auditor-General the accounts of the Authority together with—",provision,"This paragraph establishes an obligation for the Board to submit accounts to the Auditor-General within a specified timeframe, making it an enforceable rule."
479,(a) a statement of the income and expenditure of the Authority during that year; and,not_provision,This is part of a list or description and does not establish a standalone legal rule or obligation.
480,(b) a balance sheet of the Authority on the last day of that year.,not_provision,"This text is part of a list or description and does not establish a legal rule, right, obligation, restriction, or process on its own."
481,"(3) The accounts of the Authority shall be audited and reported upon in accordance with the Public Audit Act, 2003. No. 12 of 2003.",provision,"This paragraph establishes a legal obligation for the accounts of the Authority to be audited and reported in accordance with a specific act, making it an enforceable legal rule."
482,"60. The Board may invest any of the funds of the Investment of Authority in securities, in which for the time being trustees funds. may by law invest trust funds, or in any other securities or banks which the Treasury may, from time to time, approve for that purpose.",provision,"This paragraph establishes a legal rule regarding how the Board may invest funds, specifying the types of securities and banks approved for investment."
483,"61. (1) A registered public benefit organization may Voluntary deregister, wind itself up or dissolve voluntarily by sending deregistration, to the Authority— dissolution or winding-up. (a) in the case of a membership organization, a resolution by a vote of at least two-thirds of the members of",provision,"This paragraph establishes a legal process for a registered public benefit organization to voluntarily deregister, wind up, or dissolve, including the requirement of a resolution by a vote of at least two-thirds of the members."
